Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
616100,"3603FD 16 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,84400,159400,0,243800,220 FRONTENAC AVE. N.W.,,,TV,2016
616110,"3603FD 16 10    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,84400,100600,0,185000,222 FRONTENAC AVE. N.W.,,,TV,2016
616115,"3603FD 16 11    SE-12-20-3-5    5,400 Sq. Feet",T,2,Residential,I  Individual,77900,153900,0,231800,224 FRONTENAC AVE. N.W.,,,TV,2016
616120,"3603FD 16 W11,12    SE-12-20-3-5    6,600 Sq. Feet",T,2,Residential,I  Individual,86400,168100,0,254500,226 FRONTENAC AVE. N.W.,,,TV,2016
616130,"3603FD 16 13    SE-12-20-3-5    8,350 Sq. Feet",T,2,Residential,I  Individual,92300,133900,0,226200,225 ROYAL AVE. N.W.,,,TV,2016
616140,"3603FD 16 14    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,75800,0,164200,223 ROYAL AVE. N.W.,,,TV,2016
616150,"3603FD 16 15    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,133800,0,222200,221 ROYAL AVE. N.W.,,,TV,2016
616160,"3603FD 16 16    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,109800,0,198200,219 ROYAL AVE. N.W.,,,TV,2016
616170,"3603FD 16 17    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,229700,0,318100,217 ROYAL AVE. N.W.,,,TV,2016
616180,"3603FD 16 18    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,102500,0,190900,215 ROYAL AVE. N.W.,,,TV,2016
616190,"3603FD 16 19    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,157200,0,245600,213 ROYAL AVE. N.W.,,,TV,2016
616200,"3603FD 16 20    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,211600,0,300000,211 ROYAL AVE. N.W.,,,TV,2016
616210,"3603FD 16 21    SE-12-20-3-5    7,200 Sq. Feet    Lot Area: 50' X 144' = 7200ft2",T,2,Residential,I  Individual,88400,234100,0,322500,209 ROYAL AVE. N.W.,,,TV,2016
616220,"3603FD 16 22    SE-12-20-3-5    7,200 Sq. Feet    Lot Area: 50' X 144' = 7200ft2",T,2,Residential,I  Individual,88400,193700,0,282100,207 ROYAL AVE. N.W.,,,TV,2016
616230,"3603FD 16 23    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,123800,0,212200,205 ROYAL AVE. N.W.,,,TV,2016
616240,"3603FD 16 24A    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,308900,0,397300,203 ROYAL AVE. N.W.,,,TV,2016
616250,"2229EW 16 24    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,88400,351700,0,440100,201 Royal Avenue N.W.,,,TV,2016
617010,"8054EK 17 1-3    SE-12-20-3-5    12,540 Sq. Feet",T,3,Commercial,C  Corporation,72000,508300,0,580300,414 MAIN ST. N.W.,,,TV,2016
617040,"8054EK 17 4,5    SE-12-20-3-5    8,460 Sq. Feet",T,3,Commercial,C  Corporation,102200,0,0,102200,410 MAIN ST. N.W.,,,TV,2016
617060,"8054EK 17 6,7    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,48000,158200,0,206200,406 MAIN ST. N.W.,,,TV,2016
617080,"8054EK 17 8,9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,85800,0,178800,104 ROYAL AVE. N.W.,,,TV,2016
617100,"8054EK 17 10,11    SE-12-20-3-5    2.65 Acres",E,11,Institutional,C  Corporation,230000,1795300,0,2025300,114 ROYAL AVE. N.W.,,,TV,2016
617150,"3779FC  X    SE-12-20-3-5    18,121 Sq. Feet",E,11,Institutional,C  Corporation,118800,0,0,118800,,,,TV,2016
617200,"3779FC  Y    SE-12-20-3-5    40,946 Sq. Feet",E,11,Institutional,C  Corporation,145500,0,0,145500,,,,TV,2016
617250,SE-12-20-3-5                    1.00 Acres,E,11,Institutional,C  Corporation,148600,0,0,148600,114 ROYAL AVE. N.W.,,,TV,2016
618010,"2229EW 18 1,2    SE-12-20-3-5    9,000 Sq. Feet",T,3,Commercial,I  Individual,65400,72300,0,137700,512 MAIN ST. NW,,,TV,2016
618030,"2229EW 18 3    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,164800,0,257800,508 MAIN ST. N.W.,,,TV,2016
618040,"2229EW 18 4    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,45000,0,138000,506 MAIN ST. N.W.,,,TV,2016
618050,"2229EW 18 5    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,50300,0,143300,504 MAIN ST. N.W.,,,TV,2016
618060,"2229EW 18 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,136200,0,229200,502 MAIN ST. N.W.,,,TV,2016
619010,"2229EW 19 1,2    SE-12-20-3-5    10,080 Sq. Feet",T,2,Residential,I  Individual,108000,151400,0,259400,622 MAIN ST. N.W.,,,TV,2016
619030,"2229EW 19 3    SE-12-20-3-5    5,400 Sq. Feet",T,2,Residential,I  Individual,85900,159000,0,244900,620 MAIN ST. N.W.,,,TV,2016
619040,"2229EW 19 4,5    SE-12-20-3-5    10,800 Sq. Feet",T,2,Residential,I  Individual,109000,169800,0,278800,618 MAIN ST. N.W.,,,TV,2016
619060,"2229EW 19 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,81300,0,174300,614 MAIN ST. N.W.,,,TV,2016
619070,"2229EW 19 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,186500,0,279500,612 MAIN ST. N.W.,,,TV,2016
619080,"2229EW 19 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,109600,0,202600,610 MAIN ST. N.W.,,,TV,2016
619090,"2229EW 19 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,132800,0,225800,608 MAIN ST. N.W.,,,TV,2016
619100,"2229EW 19 10    SE-12-20-3-5    6,360 Sq. Feet",T,2,Residential,I  Individual,94300,169500,0,263800,606 MAIN ST. N.W.,,,TV,2016
619110,"2229EW 19 11    SE-12-20-3-5    4,800 Sq. Feet",T,2,Residential,I  Individual,78800,91700,0,170500,604 MAIN ST. N.W.,,,TV,2016
619120,"2229EW 19 12    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,93000,157000,0,250000,602 Main Street NW,,,TV,2016
620010,"8211156 21 1,2    SE-12-20-3-5    8,800 Sq. Feet",T,2,Residential,I  Individual,103400,223300,0,326700,618 ANDERSON CRES. N.W.,,,TV,2016
620030,"8211156 21 3    SE-12-20-3-5    7,820 Sq. Feet",T,2,Residential,I  Individual,99800,204900,0,304700,614 ANDERSON CRES. N.W.,,,TV,2016
620040,"8211156 21 4    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,88800,209200,0,298000,612 Anderson Crescent NW,,,TV,2016
620050,"8211156 21 5    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,74000,311600,0,385600,610 ANDERSON CRES. N.W.,,,TV,2016
620060,"8211156 21 6    SE-12-20-3-5    4,580 Sq. Feet",T,2,Residential,I  Individual,76200,258900,0,335100,608 ANDERSON CRES. N.W.,,,TV,2016
620070,"8211156 21 7    SE-12-20-3-5    7,326 Sq. Feet",T,2,Residential,I  Individual,107700,219100,0,326800,611 ANDERSON CRES. N.W.,,,TV,2016
620080,"8211156 21 8MR    SE-12-20-3-5    39,640 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,144000,0,0,144000,609 ANDERSON CRESCENT NW,,,TV,2016
620090,"8211156 21 9    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,92300,121400,0,213700,607 ANDERSON CRES. N.W.,,,TV,2016
620100,"8211156 21 10    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,76400,175300,0,251700,605 ANDERSON CRES. N.W.,,,TV,2016
620110,"8211156 21 11    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,74000,198600,0,272600,603 ANDERSON CRES. N.W.,,,TV,2016
620120,"8211156 21 12    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,74000,173300,0,247300,513 ANDERSON CRES. N.W.,,,TV,2016
620130,"8211156 21 13    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,74000,179300,0,253300,511 ANDERSON CRES. N.W.,,,TV,2016
620140,"8211156 21 14    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,74000,232500,0,306500,509 ANDERSON CRES. N.W.,,,TV,2016
620150,"8211156 21 15    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,74000,203900,0,277900,507 ANDERSON CRES. N.W.,,,TV,2016
620160,"8211156 21 16    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,74000,225500,0,299500,505 ANDERSON CRES. N.W.,,,TV,2016
620170,"8211156 21 17    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,76400,191400,0,267800,503 ANDERSON CRES. N.W.,,,TV,2016
620180,"8211156 21 E18    SE-12-20-3-5    18,936 Sq. Feet",T,2,Residential,C  Corporation,124800,694200,0,819000,124 EDWARD AVE. N.W.,,,TV,2016
620190,"8211156 21 W18    SE-12-20-3-5    14,417 Sq. Feet",T,1,Residential Vacant,C  Corporation,112700,0,0,112700,150 EDWARD AVE. N.W.,,,TV,2016
620200,8211156 21 19    SE-12-20-3-5    1.30 Acres,T,1,Residential Vacant,C  Corporation,161900,0,0,161900,515 MORRISON ST. N.W.,,,TV,2016
621000,"8211156 22 1    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,75200,190600,0,265800,606 ANDERSON CRES. N.W.,,,TV,2016
621010,"8211156 22 2    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,75200,189800,0,265000,604 ANDERSON CRES. N.W.,,,TV,2016
621020,"8211156 22 3    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,75200,196400,0,271600,602 ANDERSON CRES. N.W.,,,TV,2016
621040,"8211156 22 4,5    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,104200,269100,0,373300,510 ANDERSON CRES. N.W.,,,TV,2016
621050,"8211156 22 6,7    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,104200,242600,0,346800,508 ANDERSON CRES. N.W.,,,TV,2016
621070,"8211156 22 8    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,C  Corporation,75200,222600,0,297800,504 ANDERSON CRES. N.W.,,,TV,2016
621080,"8211156 22 9    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,76400,220900,0,297300,502 ANDERSON CRES. N.W.,,,TV,2016
621090,"8211156 22 10    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,76400,185500,0,261900,202 Edward Avenue NW,,,TV,2016
621100,"8211156 22 11    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,76400,175600,0,252000,204 Edward Avenue NW,,,TV,2016
621110,"8211156 22 12    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,76400,172100,0,248500,206 Edward Avenue NW,,,TV,2016
621120,"8211156 22 13    SE-12-20-3-5    4,840 Sq. Feet",T,2,Residential,I  Individual,79200,196200,0,275400,509 ARCHIBALD WAY N.W.,,,TV,2016
621130,"8211156 22 14    SE-12-20-3-5    5,810 Sq. Feet",T,2,Residential,I  Individual,90800,169400,0,260200,511 ARCHIBALD WAY N.W.,,,TV,2016
621140,"8211156 22 15    SE-12-20-3-5    5,490 Sq. Feet",T,2,Residential,I  Individual,87000,232000,0,319000,513 ARCHIBALD WAY N.W.,,,TV,2016
621150,"8211156 22 16    SE-12-20-3-5    5,270 Sq. Feet",T,2,Residential,I  Individual,84300,192700,0,277000,601 ARCHIBALD WAY N.W.,,,TV,2016
621160,"8211156 22 17,18    SE-12-20-3-5    8,960 Sq. Feet",T,2,Residential,I  Individual,104000,282900,0,386900,603 ARCHIBALD WAY N.W.,,,TV,2016
621300,8110560 20 6    SE-12-20-3-5    2.45 Acres    8TH AVENUE N.W.,T,2,Residential,I  Individual,220100,279500,0,499600,115 DUNHAM LANE N.W.,,,TV,2016
621400,8110560 20 7    SE-12-20-3-5    1.84 Acres,E,13,Municipal Resale & Leases,M  Municipal,190000,0,0,190000,211 DUNHAM LANE,,,TV,2016
622000,582JK 22     SE-12-20-3-5    5.38 Acres,T,2,Residential,I  Individual,328300,49500,0,377800,217 DUNHAM LANE N.W.,,,TV,2016
622005,"0911530 32 3    SE-12-20-3-5    5,450 Sq. Feet    JONES PHASE 1",T,2,Residential,I  Individual,99300,389900,0,489200,620 ANDERSON CRESCENT NW,,,TV,2016
622010,"0911530 32 2    SE-12-20-3-5    5,735 Sq. Feet    JONES PHASE 1",T,2,Residential,I  Individual,102900,376200,0,479100,622 ANDERSON CRESCENT NW,,,TV,2016
622015,"0911530 32 1    SE-12-20-3-5    7,113 Sq. Feet    JONES PHASE 1",T,2,Residential,I  Individual,110900,183000,0,293900,624 ANDERSON CRESCENT NW,,,TV,2016
622100,9511442 22 1    SE-12-20-3-5    3.42 Acres,T,1,Residential Vacant,C  Corporation,268000,0,0,268000,600 ANDERSON CRESCENT N.W.,,,TV,2016
622190,"9811867 22 19    SE-12-20-3-5    5,066 Sq. Feet",T,2,Residential,I  Individual,81900,224700,0,306600,208 EDWARD AVENUE NW,,,TV,2016
622200,"9811867 22 20    SE-12-20-3-5    5,066 Sq. Feet",T,2,Residential,I  Individual,81900,196800,0,278700,210 EDWARD AVENUE NW,,,TV,2016
622210,"9811867 22 21    SE-12-20-3-5    5,066 Sq. Feet",T,2,Residential,I  Individual,81900,191400,0,273300,212 EDWARD AVENUE N.W.,,,TV,2016
622220,"9811867 22 22    SE-12-20-3-5    7,649 Sq. Feet",T,1,Residential Vacant,I  Individual,99100,0,0,99100,510 ARCHIBALD WAY NW,,,TV,2016
622230,"9811867 22 23    SE-12-20-3-5    6,892 Sq. Feet",T,2,Residential,I  Individual,96300,279600,0,375900,512 ARCHIBALD WAY NW,,,TV,2016
622240,"9811867 22 24    SE-12-20-3-5    5,714 Sq. Feet",T,2,Residential,I  Individual,89600,222700,0,312300,600 ARCHIBALD WAY NW,,,TV,2016
622250,"9811867 22 25    SE-12-20-3-5    5,774 Sq. Feet",T,2,Residential,I  Individual,90300,192600,0,282900,602 ARCHIBALD WAY NW,,,TV,2016
622260,"9811867 22 26    SE-12-20-3-5    6,237 Sq. Feet",T,2,Residential,I  Individual,93900,256700,0,350600,604 ARCHIBALD WAY NW,,,TV,2016
622270,"0714405 1 2    SE-12-20-3-5    5,077 Sq. Feet",T,2,Residential,I  Individual,85900,339300,0,425200,214 Edward Avenue N.W.,,,TV,2016
622280,"0714405 1 1    SE-12-20-3-5    5,160 Sq. Feet",T,2,Residential,I  Individual,86900,330500,0,417400,216 Edward Avenue N.W.,,,TV,2016
622290,"0714405 2 5    SE-12-20-3-5    5,360 Sq. Feet",T,1,Residential Vacant,I  Individual,89200,0,0,89200,218 Edward Avenue N.W.,,,TV,2016
622300,"0714405 2 4    SE-12-20-3-5    5,349 Sq. Feet",T,2,Residential,I  Individual,89100,280800,0,369900,220 Edward Avenue N.W.,,,TV,2016
622310,"0714405 2 3    SE-12-20-3-5    5,349 Sq. Feet",T,2,Residential,I  Individual,89100,253500,0,342600,222 Edward Avenue N.W.,,,TV,2016
622320,"0714405 2 2    SE-12-20-3-5    5,349 Sq. Feet",T,2,Residential,I  Individual,89100,262100,0,351200,224 Edward Avenue N.W.,,,TV,2016
622330,"0714405 2 1    SE-12-20-3-5    5,362 Sq. Feet",T,2,Residential,I  Individual,89200,257600,0,346800,226 Edward Avenue N.W.,,,TV,2016
623010,"7810261 23 W1    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,56600,106300,0,162900,224B ROYAL AVE. N.W.,,,TV,2016
623015,"7810261 23 E1    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,56600,112600,0,169200,224A ROYAL AVE. N.W.,,,TV,2016
623020,"7810261 23 W2    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,56600,130600,0,187200,222B ROYAL AVE. N.W.,,,TV,2016
623025,"7810261 23 E2    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,56600,130600,0,187200,222A ROYAL AVE. N.W.,,,TV,2016
623030,"7810261 23 W3    SE-12-20-3-5    3,190 Sq. Feet    Westerly 29' feet of Lot 3",T,2,Residential,I  Individual,56600,136600,0,193200,220B ROYAL AVE. N.W.,,,TV,2016
623035,"7810261 23 E3    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,56600,124300,0,180900,220A ROYAL AVE. NW,,,TV,2016
623040,"7810261 23 4    SE-12-20-3-5    6,380 Sq. Feet",T,2,Residential,I  Individual,94400,205800,0,300200,218 ROYAL AVE. N.W.,,,TV,2016
623050,"7810261 23 W5    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,56600,123100,0,179700,216B ROYAL AVE. N.W.,,,TV,2016
623055,"7810261 23 E5    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,C  Corporation,56600,109200,0,165800,216A ROYAL AVE. N.W.,,,TV,2016
623060,"7810261 23 6    SE-12-20-3-5    6,380 Sq. Feet",T,2,Residential,I  Individual,94400,208300,0,302700,214 ROYAL AVE. N.W.,,,TV,2016
623070,7810261 23 7    SE-12-20-3-5    1.24 Acres,T,2,Residential,I  Individual,189100,638100,0,827200,240 EDWARD AVE. N.W.,,,TV,2016
623180,"0012787 24 18    SE-12-20-3-5    6,652 Sq. Feet",T,2,Residential,I  Individual,99100,210800,0,309900,301 EDWARD AVENUE NW,,,TV,2016
623190,"0012787 24 19    SE-12-20-3-5    6,348 Sq. Feet",T,2,Residential,I  Individual,97900,182200,0,280100,303 EDWARD AVENUE NORTH W,,,TV,2016
623200,"0012787 24 20    SE-12-20-3-5    6,135 Sq. Feet",T,2,Residential,I  Individual,97100,204900,0,302000,305 EDWARD AVENUE NORTH W,,,TV,2016
623210,"0012787 24 21    SE-12-20-3-5    6,068 Sq. Feet",T,2,Residential,I  Individual,96900,234000,0,330900,307 EDWARD AVENUE N.W.,,,TV,2016
623220,"0210242 24 33    SE-12-20-3-5    6,030 Sq. Feet    (.14Acres)",T,2,Residential,I  Individual,96700,190600,0,287300,309 EDWARD AVENUE N.W.,,,TV,2016
623230,"0210242 24 32    SE-12-20-3-5    5,920 Sq. Feet",T,2,Residential,I  Individual,95700,207800,0,303500,311 EDWARD AVENUE N.W.,,,TV,2016
623240,"0012787 24 24    SE-12-20-3-5    5,084 Sq. Feet",T,2,Residential,I  Individual,86000,191500,0,277500,313 EDWARD AVENUE NORTH W,,,TV,2016
623250,"0012787 24 25    SE-12-20-3-5    5,084 Sq. Feet",T,2,Residential,I  Individual,86000,214300,0,300300,315 EDWARD AVENUE NORTH W,,,TV,2016
623260,"0210242 24 31    SE-12-20-3-5    6,900 Sq. Feet",T,2,Residential,I  Individual,100000,268400,0,368400,317 EDWARD AVENUE NW,,,TV,2016
623270,0012787 24 27MR    SE-12-20-3-5    862 Sq. Feet,E,10,Municipal Public Lands-Exempt,M  Municipal,11900,0,0,11900,EDWARD AVENUE NORTH WEST,,,TV,2016
623280,"0012787 24 28MR    SE-12-20-3-5    13,939 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,93800,0,0,93800,319 EDWARD AVENUE NORTH W,,,TV,2016
623290,"0012787 24 29ER    SE-12-20-3-5    13,068 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,92900,0,0,92900,321 EDWARD AVENUE NORTH W,,,TV,2016
623300,"0012787 24 30MR    SE-12-20-3-5    12,632 Sq. Feet",E,10,Municipal Public Lands-Exempt,C  Corporation,98200,0,0,98200,323 EDWARD AVENUE NORTH W,,,TV,2016
623310,"0012787 26 1    SE-12-20-3-5    6,738 Sq. Feet",T,2,Residential,I  Individual,99400,261400,0,360800,302 EDWARD CLOSE NW,,,TV,2016
623320,"0012787 26 2    SE-12-20-3-5    5,442 Sq. Feet",T,2,Residential,I  Individual,90200,207600,0,297800,304 EDWARD CLOSE NW,,,TV,2016
623330,"0012787 26 3    SE-12-20-3-5    8,887 Sq. Feet",T,2,Residential,I  Individual,107600,249100,0,356700,306 EDWARD CLOSE NW,,,TV,2016
623340,"0012787 26 4    SE-12-20-3-5    8,922 Sq. Feet",T,2,Residential,I  Individual,107700,257700,0,365400,308 EDWARD CLOSE N.W.,,,TV,2016
623350,"0012787 26 5    SE-12-20-3-5    6,041 Sq. Feet",T,2,Residential,I  Individual,96800,247900,0,344700,310 EDWARD CLOSE NW,,,TV,2016
623360,"0012787 26 6    SE-12-20-3-5    5,322 Sq. Feet",T,2,Residential,I  Individual,88800,234000,0,322800,312 EDWARD CLOSE NW,,,TV,2016
623370,"0012787 26 7    SE-12-20-3-5    5,737 Sq. Feet",T,2,Residential,I  Individual,93600,269900,0,363500,314 EDWARD CLOSE NW,,,TV,2016
623380,"0012787 26 8    SE-12-20-3-5    5,999 Sq. Feet",T,2,Residential,I  Individual,96600,227200,0,323800,316 EDWARD CLOSE NW,,,TV,2016
623390,"0012787 26 9    SE-12-20-3-5    6,184 Sq. Feet",T,2,Residential,I  Individual,97300,243300,0,340600,318 EDWARD CLOSE NW,,,TV,2016
623400,"0012787 26 10MR    SE-12-20-3-5    14,375 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,106100,0,0,106100,320 EDWARD AVENUE NORTH W,,,TV,2016
623410,"0012787 26 11ER    SE-12-20-3-5    27,878 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,101200,0,0,101200,322 EDWARD AVENUE NORTH W,,,TV,2016
623420,0012787 26 12MR    SE-12-20-3-5    1.51 Acres,E,10,Municipal Public Lands-Exempt,M  Municipal,130000,0,0,130000,324 EDWARD AVENUE NORTH W,,,TV,2016
623430,"0412056 29 21    SE-12-20-3-5    5,650 Sq. Feet",T,2,Residential,I  Individual,92600,227300,0,319900,501 COUNTRY MEADOWS WAY,,,TV,2016
623440,"0412056 29 20    SE-12-20-3-5    7,323 Sq. Feet",T,2,Residential,I  Individual,101600,266300,0,367900,503 COUNTRY MEADOWS WAY,,,TV,2016
623450,"0412056 29 19    SE-12-20-3-5    7,087 Sq. Feet",T,2,Residential,I  Individual,100700,335600,0,436300,505 COUNTRY MEADOWS WAY,,,TV,2016
623460,"0714385 29 18    SE-12-20-3-5    4,950 Sq. Feet",T,2,Residential,I  Individual,84500,294600,0,379100,507 Country Meadows Way N.W.,,,TV,2016
623470,"0714385 29 17    SE-12-20-3-5    5,102 Sq. Feet",T,2,Residential,I  Individual,86200,286500,0,372700,509 Country Meadows Way N.W.,,,TV,2016
623480,"0714385 29 16    SE-12-20-3-5    5,129 Sq. Feet",T,2,Residential,I  Individual,86500,269200,0,355700,511 Country Meadows Way N.W.,,,TV,2016
623490,"0714385 29 15    SE-12-20-3-5    5,156 Sq. Feet",T,2,Residential,I  Individual,86900,310400,0,397300,513 Country Meadows Way N.W.,,,TV,2016
623500,"0714385 29 14    SE-12-20-3-5    5,202 Sq. Feet",T,2,Residential,I  Individual,87400,332000,0,419400,515 Country Meadows Way N.W.,,,TV,2016
623510,"0714385 29 13    SE-12-20-3-5    5,776 Sq. Feet",T,2,Residential,I  Individual,94000,278600,0,372600,517 Country Meadows Way N.W.,,,TV,2016
623520,"0714385 29 12    SE-12-20-3-5    6,496 Sq. Feet",T,2,Residential,I  Individual,98500,295400,0,393900,519 Country Meadows Way N.W.,,,TV,2016
623530,"0714385 29 11    SE-12-20-3-5    6,970 Sq. Feet",T,2,Residential,I  Individual,100300,279200,0,379500,521 Country Meadows Way N.W.,,,TV,2016
623540,"0714385 29 10    SE-12-20-3-5    6,099 Sq. Feet",T,2,Residential,I  Individual,97000,310300,0,407300,523 Country Meadows Way N.W.,,,TV,2016
623550,"0714385 29 9    SE-12-20-3-5    7,308 Sq. Feet",T,2,Residential,I  Individual,101600,301700,0,403300,525 Country Meadows Way N.W.,,,TV,2016
623560,"0714385 29 8    SE-12-20-3-5    7,220 Sq. Feet",T,2,Residential,I  Individual,98200,330200,0,428400,527 Country Meadows Way N.W.,,,TV,2016
623565,"0412056 29 15MR    SE-12-20-3-5    2,614 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,51700,0,0,51700,324 EDWARD AVENUE N.W.,,,TV,2016
623566,"0714385 29 22MR    SE-12-20-3-5    2,690 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,18500,0,0,18500,324B Edward Avenue N.W.,,,TV,2016
623570,"0412056 29 7    SE-12-20-3-5    4,210 Sq. Feet",T,2,Residential,I  Individual,74600,230300,0,304900,529 COUNTRY MEADOWS WAY,,,TV,2016
623580,"0412056 29 6    SE-12-20-3-5    4,300 Sq. Feet",T,2,Residential,I  Individual,76300,272900,0,349200,531 COUNTRY MEADOWS WAY,,,TV,2016
623590,"0412056 29 5    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,C  Corporation,78600,237500,0,316100,533 COUNTRY MEADOWS WAY,,,TV,2016
623600,"0412056 29 4    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,86400,293500,0,379900,535 COUNTRY MEADOWS WAY,,,TV,2016
623610,"0412056 29 3    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,78600,275600,0,354200,537 COUNTRY MEADOWS WAY,,,TV,2016
623620,"0412056 29 2    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,78600,230500,0,309100,539 COUNTRY MEADOWS WAY,,,TV,2016
623630,"0412056 29 1    SE-12-20-3-5    4,950 Sq. Feet",T,2,Residential,I  Individual,84500,224100,0,308600,541 COUNTRY MEADOWS WAY,,,TV,2016
623640,"0412056 30 9    SE-12-20-3-5    5,840 Sq. Feet",T,2,Residential,I  Individual,94800,254900,0,349700,532 COUNTRY MEADOWS WAY,,,TV,2016
623650,"0412056 30 8    SE-12-20-3-5    5,307 Sq. Feet",T,2,Residential,I  Individual,88600,245400,0,334000,534 COUNTRY MEADOWS WAY,,,TV,2016
623660,"0412056 30 7    SE-12-20-3-5    4,210 Sq. Feet",T,2,Residential,I  Individual,74600,254400,0,329000,536 COUNTRY MEADOWS WAY,,,TV,2016
623670,"0412056 30 6    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,78600,264200,0,342800,538 COUNTRY MEADOWS WAY,,,TV,2016
623680,"0412056 30 5    SE-12-20-3-5    4,952 Sq. Feet",T,2,Residential,I  Individual,84500,248600,0,333100,540 COUNTRY MEADOWS WAY,,,TV,2016
623690,"0412056 30 4    SE-12-20-3-5    4,439 Sq. Feet",T,2,Residential,I  Individual,78600,261900,0,340500,511 COUNTRY MEADOWS STREET,,,TV,2016
623700,"0412056 30 3    SE-12-20-3-5    4,439 Sq. Feet    43.6' X 101.7'",T,2,Residential,I  Individual,78600,248600,0,327200,509 COUNTRY MEADOWS STREET,,,TV,2016
