Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
604060,"7423DQ 4 8    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,63900,39900,0,103800,220 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604070,"7423DQ 4 9,10    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,97200,74000,0,171200,222 SUNSET BLVD. NW,R    LAND & IMPROVEMENTS,,TV,2022
604080,"7423DQ 4 11,12    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,97200,187300,0,284500,224 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604090,"7423DQ 4 13    SE-12-20-3-5    6,360 Sq. Feet",T,2,Residential,I  Individual,91600,130400,0,222000,226 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604100,"8054EK 4 14    SE-12-20-3-5    5,880 Sq. Feet",T,2,Residential,I  Individual,95100,151600,0,246700,202 Sunset Blvd. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604105,"8054EK 4 14,15    SE-12-20-3-5    6,120 Sq. Feet",T,2,Residential,I  Individual,97100,111600,0,208700,204 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604110,"8054EK 4 15,16    SE-12-20-3-5    5,970 Sq. Feet",T,2,Residential,I  Individual,89900,136800,0,226700,206 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604120,"8054EK 4 17    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,104100,0,194400,208 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604130,"8054EK 4 PT18    SE-12-20-3-5    10,812 Sq. Feet",T,2,Residential,I  Individual,105900,43000,0,148900,106 HUBERT ST. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604140,"3603FD 4 19    SE-12-20-3-5    8,270 Sq. Feet",T,2,Residential,I  Individual,123100,541000,0,664100,201 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604150,"9212439 4 18A    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,30700,0,121000,203 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604160,"3603FD 4 20,P21    SE-12-20-3-5    6,600 Sq. Feet",T,2,Residential,I  Individual,92500,74100,0,166600,207 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604170,"3603FD 4 P21,22    SE-12-20-3-5    11,280 Sq. Feet",T,2,Residential,I  Individual,106500,136100,0,242600,211 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
604180,"1178LK 4 23A    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,101100,233200,0,334300,213 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604190,"1178LK 4 24A    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,101100,172900,0,274000,215 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604200,"3603FD 4 26    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,64400,0,154700,217 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604210,"3603FD 4 27    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,148500,0,238800,219 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
604220,"3603FD 4 28    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,187000,0,277300,221 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605010,"7423DQ 5 1,E2    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,98800,91300,0,190100,302 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605020,"7423DQ 5 2-4    SE-12-20-3-5    9,900 Sq. Feet",T,2,Residential,I  Individual,115100,113200,0,228300,304 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605030,"7423DQ 5 5,6    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,107200,182500,0,289700,306 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605040,"7423DQ 5 7,EB    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,98800,77500,0,176300,308 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605050,"7423DQ 5 W8,9    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,98800,110400,0,209200,310 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605060,"7423DQ 5 10,11    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,107200,103100,0,210300,312 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605070,"9311679 5 34    SE-12-20-3-5    5,930 Sq. Feet",T,2,Residential,I  Individual,98600,81600,0,180200,314 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605075,"9311679 5 35    SE-12-20-3-5    5,930 Sq. Feet",T,2,Residential,I  Individual,98600,171900,0,270500,316 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605078,"7423DQ 5 15-17    SE-12-20-3-5    11,880 Sq. Feet",T,2,Residential,I  Individual,118200,119900,0,238100,320 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605090,"7423DQ 5 18,19    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,107200,68500,0,175700,324 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605100,"7423DQ 5 20    SE-12-20-3-5    3,960 Sq. Feet",T,2,Residential,I  Individual,70500,132500,0,203000,328 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605110,"3603FD 5 21,W22    SE-12-20-3-5    10,200 Sq. Feet",T,2,Residential,I  Individual,115800,195700,0,311500,321 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,WEST HALF OF LOT 21 AND LOT 22,TV,2022
605120,"3603FD 5 E22P23    SE-12-20-3-5    7,800 Sq. Feet",T,2,Residential,I  Individual,106700,111700,0,218400,319 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605125,"3603FD 5 P23,24    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,104300,186300,0,290600,317 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605130,"3603FD 5 25    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,215700,0,315200,315 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605135,"3603FD 5 W26    SE-12-20-3-5    5,400 Sq. Feet",T,2,Residential,I  Individual,91900,242100,0,334000,313 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605140,"3603FD 5 E26,27    SE-12-20-3-5    6,600 Sq. Feet",T,2,Residential,I  Individual,101900,169400,0,271300,311 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605150,"3603FD 5 28    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,147900,0,247400,309 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605160,"3603FD 5 29,W30    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,111500,155700,0,267200,307 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
605170,"3603FD 5 E30,31    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,111500,177900,0,289400,305 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
605180,"3603FD 5 32,33    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,126700,389700,0,516400,301 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606010,"3138FM 6 E1    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,88500,116700,0,205200,401A WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606020,"3138FM 6 W1    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,88500,110800,0,199300,401B WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606030,"3138FM 6 2    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,111500,112300,0,223800,403 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606040,"3138FM 6 3    SE-12-20-3-5    10,560 Sq. Feet",E,27,Lodge Accommodation,P  Provincial,116300,406300,0,522600,405 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606050,"3138FM 6 4,5    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,118400,195300,0,313700,407 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606060,"3138FM 6 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,194000,0,293500,411 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606070,"3138FM 6 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,153000,0,252500,413 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606080,"3138FM 6 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,130000,0,229500,415 WINSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606090,"3138FM 6 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,162000,0,261500,417 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606510,"7423DQ 6 1,2    SE-12-20-3-5    5,160 Sq. Feet",T,2,Residential,I  Individual,88900,39200,0,128100,402 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606520,"7423DQ 6 W2,3    SE-12-20-3-5    6,720 Sq. Feet",T,2,Residential,I  Individual,102400,184800,0,287200,404 SUNSET BOULEVARD N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606525,"7423DQ 6 4-6    SE-12-20-3-5    11,880 Sq. Feet",T,2,Residential,I  Individual,118200,197600,0,315800,406 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606540,"7423DQ 6 7,8    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,107200,139500,0,246700,410 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606550,"7423DQ 6 9,P10    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,98800,52900,0,151700,414 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606560,"7423DQ 6 10,11    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,98800,144100,0,242900,416 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606570,"7423DQ 6 12,13    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,98800,126900,0,225700,418 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606580,"7423DQ 6 13-15    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,107200,97300,0,204500,420 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
606590,"7423DQ 6 15,16    SE-12-20-3-5    7,080 Sq. Feet",T,2,Residential,I  Individual,103800,135100,0,238900,422 SUNSET BLVD. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607010,"3138FM 7 10    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,217600,0,317100,151 JOHN ST. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607020,"3138FM 7 11,12    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,118400,189800,0,308200,418 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
607030,"3138FM 7 13,14    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,118400,163400,0,281800,412 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607040,"3138FM 7 15,16    SE-12-20-3-5    9,600 Sq. Feet",T,2,Residential,I  Individual,113900,203100,0,317000,410 WINSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607050,"3138FM 7 16,17    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,109100,179700,0,288800,408 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607060,"3138FM 7 18    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,53100,0,152600,406 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
607070,"3138FM 7 19    SE-12-20-3-5    5,400 Sq. Feet",T,2,Residential,I  Individual,91900,79300,0,171200,404 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607080,"3138FM 7 20    SE-12-20-3-5    5,160 Sq. Feet",T,2,Residential,I  Individual,88900,214900,0,303800,402 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607510,"7556JK 7 1    SE-12-20-3-5    8,880 Sq. Feet",T,2,Residential,I  Individual,111000,178400,0,289400,401 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607520,"7556JK 7 2    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,109100,165100,0,274200,403 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607530,"7556JK 7 3    SE-12-20-3-5    7,800 Sq. Feet",T,2,Residential,I  Individual,106700,174300,0,281000,405 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607540,"7556JK 7 4    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,104300,158400,0,262700,407 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607550,"7556JK 7 5    SE-12-20-3-5    7,800 Sq. Feet",T,2,Residential,I  Individual,106700,151100,0,257800,409 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607560,"7556JK 7 6    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,104300,175200,0,279500,411 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607570,"7556JK 7 7    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,109100,238400,0,347500,413 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
607580,"7556JK 7 8    SE-12-20-3-5    8,880 Sq. Feet",T,2,Residential,I  Individual,111000,180300,0,291300,415 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608010,"3603FD 8 1    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,179100,0,278600,124 GEORGE ST. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608020,"3603FD 8 2    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,137900,0,237400,304 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608030,"3603FD 8 3,4    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,118400,129000,0,247400,306 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608040,"3603FD 8 5,6    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,118400,188600,0,307000,310 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608050,"3603FD 8 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,80900,0,180400,314 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608060,"3603FD 8 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,34700,0,134200,316 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608070,"3603FD 8 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,192100,0,291600,318 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608075,"3603FD 8 10    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,310200,0,409700,320 Windsor Ave NW,R    LAND & IMPROVEMENTS,,TV,2022
608080,"3603FD 8 11    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,258100,0,357600,322 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608100,"3603FD 8 12    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99500,198300,0,297800,324 WINDSOR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
608110,"3603FD 8 13    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,104300,82600,0,186900,326 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608120,"1236FK 8 14    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,118400,188000,0,306400,301 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608130,"5676JK 8 15    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,111500,152300,0,263800,305 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608140,"5676JK 8 16    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,111500,179100,0,290600,307 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608150,"5676JK 8 17    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,109100,179400,0,288500,309 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608160,"5676JK 8 18    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,104300,158600,0,262900,311 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608170,"5676JK 8 19    SE-12-20-3-5    8,400 Sq. Feet",T,2,Residential,I  Individual,109100,181900,0,291000,313 EDGAR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
608180,"5676JK 8 20    SE-12-20-3-5    8,100 Sq. Feet",T,2,Residential,I  Individual,107900,137200,0,245100,315 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608185,"5676JK 8 21    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,111500,156700,0,268200,317 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
608190,"5676JK 8 22    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,111500,212000,0,323500,319 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609010,"3603FD 9 1    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,61800,0,152100,202 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609020,"3603FD 9 2    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,130800,0,221100,204 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609030,"3603FD 9 E42'3    SE-12-20-3-5    5,040 Sq. Feet",T,2,Residential,I  Individual,79200,60500,0,139700,206 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609040,"3603FD 9 W3,4    SE-12-20-3-5    6,960 Sq. Feet",T,2,Residential,I  Individual,93800,179900,0,273700,208 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609050,"3603FD 9 5    SE-12-20-3-5    6,960 Sq. Feet",T,2,Residential,I  Individual,93800,171200,0,265000,210 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609060,"3603FD 9 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,116100,0,206400,212 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609070,"3603FD 9 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,72500,0,162800,214 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609075,"3603FD 9 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,99300,253000,0,352300,216 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609080,"3603FD 9 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,233300,0,323600,218 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609090,"3603FD 9 E10    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,58200,150100,0,208300,220A WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609100,"3603FD 9 W10    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,58200,142800,0,201000,220B WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609110,"3603FD 9 E11    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,60500,143300,0,203800,222A WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609120,"3603FD 9 W11    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,60500,140700,0,201200,222B WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609130,"3603FD 9 12,13    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,123100,196000,0,319100,224 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609150,"3603FD 9 14    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,133600,0,223900,225 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609160,"3603FD 9 W15    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,53500,108100,0,161600,223B EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609170,"3603FD 9 E15    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,53500,109000,0,162500,223A EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609175,"3603FD 9 16    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,155200,0,245500,221 Edgar Avenue N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609180,"3603FD 9 17    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,158000,0,248300,219 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609190,"3603FD 9 18    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,147700,0,238000,217 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609200,"3603FD 9 19    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,171500,0,261800,215 EDGAR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
609210,"3603FD 9 20    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,161000,0,251300,213 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609220,"3603FD 9 21    SE-12-20-3-5    6,960 Sq. Feet",T,2,Residential,I  Individual,93800,96100,0,189900,211 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609230,"3603FD 9 22    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,74800,0,165100,209 EDGAR AVE. NW,R    LAND & IMPROVEMENTS,,TV,2022
609240,"3603FD 9 23    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,94700,0,185000,207 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609250,"3603FD 9 24    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,95400,0,185700,205 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609260,"3603FD 9 25    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,193500,0,283800,203 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
609270,"3603FD 9 26    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,172600,0,262900,136 HUBERT ST. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610010,"1236FK 10 1    SE-12-20-3-5    4,680 Sq. Feet",T,2,Residential,I  Individual,75100,158300,0,233400,102 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610020,"1236FK 10 2    SE-12-20-3-5    4,680 Sq. Feet",T,2,Residential,I  Individual,82800,40300,0,123100,104 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610030,"1236FK 10 3    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,95100,0,185400,106 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610040,"1236FK 10 4    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,143200,0,233500,108 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610050,"1236FK 10 5    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,150600,0,240900,110 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610060,"1236FK 10 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,10400,0,100700,112 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610070,"1236FK 10 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,246700,0,337000,114 WINDSOR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610080,"1236FK 10 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,80100,0,170400,133 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610090,"1236FK 10 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,76500,0,166800,129 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610100,"1236FK 10 10    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,90300,29400,0,119700,125 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610110,"1236FK 10 11    SE-12-20-3-5    6,000 Sq. Feet",T,3,Commercial,I  Individual,97600,86800,0,184400,121 EDGAR AVE. N.W.,NR  LAND & IMPROVEMENTS,,TV,2022
610115,"9311440 0 1    SE-12-20-3-5    3,810 Sq. Feet",T,2,Residential,I  Individual,79600,177500,0,257100,109 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610120,"9311440 0 2    SE-12-20-3-5    3,810 Sq. Feet",T,2,Residential,I  Individual,79600,177500,0,257100,111 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
610125,"9311440 0 3    SE-12-20-3-5    3,810 Sq. Feet",T,2,Residential,I  Individual,79600,169000,0,248600,113 EDGAR AVE. N.W.,R    LAND & IMPROVEMENTS,,TV,2022
