Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
96000,"0412341 3 36    NW-9-20-2-5    6,034 Sq. Feet",T,2,Residential,I  Individual,130900,306800,0,437700,565 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
96100,"0412341 3 37    NW-9-20-2-5    6,037 Sq. Feet",T,2,Residential,I  Individual,130900,323200,0,454100,569 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
96200,"0412341 3 38    NW-9-20-2-5    6,037 Sq. Feet",T,2,Residential,I  Individual,137500,288300,0,425800,573 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
96300,"0412341 3 39    NW-9-20-2-5    6,037 Sq. Feet",T,2,Residential,I  Individual,130900,286800,0,417700,577 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
96400,"0412341 3 40    NW-9-20-2-5    6,037 Sq. Feet",T,2,Residential,I  Individual,130900,299300,0,430200,581 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
96500,"0412341 3 41    NW-9-20-2-5    6,576 Sq. Feet",T,2,Residential,I  Individual,142200,327200,0,469400,585 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
96550,"0412341 3 42PUL    SW-9-20-2-5    5,227 Sq. Feet",E,28,Municipal Reserve,M  Municipal,115400,0,0,115400,PUL DIAMOND CRESCENT S.E.,NR  LAND,DIAMOND MEADOWS PHASE TWO,DV,2023
96600,"0412341 4 14    NW-9-20-2-5    6,970 Sq. Feet",T,2,Residential,I  Individual,150500,384300,0,534800,584 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
96700,"0412341 4 13    NW-9-20-2-5    5,530 Sq. Feet",T,2,Residential,I  Individual,121000,273600,0,394600,580 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
96800,"0412341 4 12    NW-9-20-2-5    5,530 Sq. Feet",T,2,Residential,I  Individual,121000,341000,0,462000,576 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
96900,"0412341 4 11    NW-9-20-2-5    5,530 Sq. Feet",T,2,Residential,I  Individual,121000,288300,0,409300,572 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
97000,"0412341 4 10    NW-9-20-2-5    5,530 Sq. Feet",T,2,Residential,I  Individual,121000,309900,0,430900,568 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
97100,"0412341 4 9    NW-9-20-2-5    5,530 Sq. Feet",T,2,Residential,I  Individual,121000,268200,0,389200,564 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
97200,"0412341 4 8    NW-9-20-2-5    5,661 Sq. Feet",T,2,Residential,I  Individual,123400,249000,0,372400,560 DIAMOND CRESCENT S.E.,R    LAND & IMPROVEMENTS,DIAMOND MEADOWS PHASE TWO,DV,2023
121000,"9812739 8 1    SW-16-20-2-5    7,104 Sq. Feet",T,2,Residential,I  Individual,152700,261200,0,413900,1 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
121100,"9812739 8 2    SW-16-20-2-5    6,351 Sq. Feet",T,2,Residential,I  Individual,137500,234700,0,372200,2 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
121200,"9812739 8 3    SW-16-20-2-5    6,351 Sq. Feet",T,2,Residential,I  Individual,137500,262300,0,399800,3 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
121300,"9812739 8 4    SW-16-20-2-5    6,351 Sq. Feet",T,2,Residential,I  Individual,137500,297500,0,435000,4 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
121400,"9812739 8 5    SW-16-20-2-5    6,351 Sq. Feet",T,2,Residential,I  Individual,137500,241200,0,378700,5 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
121500,"9812739 8 6    SW-16-20-2-5    5,705 Sq. Feet",T,2,Residential,I  Individual,124200,260600,0,384800,6 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
121600,"9812739 8 7    SW-16-20-2-5    9,365 Sq. Feet",T,2,Residential,I  Individual,179700,257100,0,436800,7 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
121700,"9812739 8 8    SW-16-20-2-5    9,042 Sq. Feet",T,2,Residential,I  Individual,177100,259600,0,436700,8 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
121800,"9812739 8 9    SW-16-20-2-5    5,920 Sq. Feet",T,2,Residential,I  Individual,128500,235200,0,363700,9 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
121900,"9812739 8 10    SW-16-20-2-5    6,459 Sq. Feet",T,2,Residential,I  Individual,139800,257500,0,397300,10 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122000,"9812739 8 11    SW-16-20-2-5    6,674 Sq. Feet",T,2,Residential,I  Individual,144300,264000,0,408300,11 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122100,"9812739 8 12    SW-16-20-2-5    7,858 Sq. Feet",T,2,Residential,I  Individual,163500,335200,0,498700,12 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122200,"9812739 8 13    SW-16-20-2-5    9,257 Sq. Feet",T,2,Residential,I  Individual,178800,289300,0,468100,13 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122300,"9812739 8 14    SW-16-20-2-5    10,010 Sq. Feet",T,2,Residential,I  Individual,184900,257600,0,442500,14 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122400,"9812739 8 15    SW-16-20-2-5    10,441 Sq. Feet",T,2,Residential,I  Individual,187300,275200,0,462500,15 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122500,"9812739 8 16    SW-16-20-2-5    6,780 Sq. Feet",T,2,Residential,I  Individual,146500,256200,0,402700,16 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122600,"9812739 8 17    SW-16-20-2-5    6,351 Sq. Feet",T,2,Residential,I  Individual,137500,273900,0,411400,17 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122700,"9812739 8 18    SW-16-20-2-5    6,459 Sq. Feet",T,2,Residential,I  Individual,139800,254900,0,394700,18 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122800,"9812739 8 19    SW-16-20-2-5    6,459 Sq. Feet",T,2,Residential,I  Individual,139800,305300,0,445100,19 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
122900,"9812739 8 20    SW-16-20-2-5    6,566 Sq. Feet",T,2,Residential,I  Individual,142000,262900,0,404900,20 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
123000,"9812739 8 21    SW-16-20-2-5    7,535 Sq. Feet",T,2,Residential,I  Individual,158900,261800,0,420700,21 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
123100,"9812739 8 22    SW-16-20-2-5    7,104 Sq. Feet",T,2,Residential,I  Individual,152700,317800,0,470500,22 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
123200,"9812739 8 23    SW-16-20-2-5    6,243 Sq. Feet",T,2,Residential,I  Individual,135200,243300,0,378500,23 VALLEY RIDGE PLACE N.E.,R    LAND & IMPROVEMENTS,,DV,2023
123300,"9812739 8 24    SW-16-20-2-5    18,406 Sq. Feet",E,28,Municipal Reserve,M  Municipal,19500,0,0,19500,24 VALLEY RIDGE PLACE N.E.,NR  LAND,,DV,2023
124210,"1811462 2 9    SW-16-20-2-5    35,420 Sq. Feet",T,3,Commercial,C  Corporation,0,0,758800,758800,100 3RD STREET N.E.,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
124215,"1811462 2 8    SW-16-20-2-5    32,492 Sq. Feet",T,3,Commercial,C  Corporation,0,0,1097700,1097700,150 Third Street NE,NR  LAND & IMPROVEMENTS,,DV,2023
124220,1710563 2 8    SW-16-20-2-5    1.00 Acres,T,3,Commercial,I  Individual,281000,0,0,281000,451 1ST AVENUE N.E.,NR  LAND,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
124230,"1710563 2 9    SW-16-20-2-5    33,106 Sq. Feet",T,3,Commercial,I  Individual,0,0,653200,653200,445 1ST. Avenue N.E.,NR  LAND & IMPROVEMENTS,,DV,2023
124240,1710563 2 10    SW-16-20-2-5    1.50 Acres,T,3,Commercial,C  Corporation,446700,444100,0,890800,439 1ST. Avenue N.E.,NR  LAND & IMPROVEMENTS,,DV,2023
124300,0512374 3 2    SW-16-20-2-5    1.23 Acres,T,3,Commercial,C  Corporation,378700,1347900,0,1726600,400 1ST AVENUE N.E.,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
124410,"0610957 1 7    SW-16-20-2-5    29,815 Sq. Feet",T,3,Commercial,C  Corporation,328800,390900,0,719700,151 3RD STREET N.E.,NR  LAND & IMPROVEMENTS,,DV,2023
124420,"0610957 1 8    SW-16-20-2-5    26,048 Sq. Feet",T,3,Commercial,I  Individual,0,0,1255400,1255400,101 3RD STREET N.E.,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
124500,"0512113 4 1PUL    SW-16-20-2-5    41,870 Sq. Feet",E,28,Municipal Reserve,M  Municipal,63300,0,0,63300,NORTH OF 3RD STREET N.E.,NR  LAND,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
124600,"1510284 1 13    SW-16-20-2-5    47,352 Sq. Feet",T,2,Residential,I  Individual,94750,117200,0,211950,191 3RD STREET N.E.,R    LAND & IMPROVEMENTS,,DV,2023
124600,"1510284 1 13    SW-16-20-2-5    47,352 Sq. Feet",T,3,Commercial,I  Individual,284250,412100,0,696350,191 3RD STREET N.E.,NR,,DV,2023
124800,"1510284 1 12    SW-16-20-2-5    40,377 Sq. Feet",T,3,Commercial,I  Individual,0,0,905000,905000,211 3RD STREET N.E.,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
124910,0611863 1 9    SW-16-20-2-5    1.00 Acres,T,3,Commercial,C  Corporation,0,0,483100,483100,241 3RD STREET N.E.,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
124920,0611863 1 10    SW-16-20-2-5    1.43 Acres,T,3,Commercial,C  Corporation,397100,0,0,397100,261 3RD AVENUE N.E.,NR  LAND,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
125100,9910437 4MR     SW-16-20-2-5    1.53 Acres,E,28,Municipal Reserve,M  Municipal,208700,0,0,208700,205 2ND AVE. NE,NR  LAND,MAINLY USED AS A GARDEN PLOT,DV,2023
125200,"9910437 5MR     SW-16-20-2-5    15,681 Sq. Feet",E,28,Municipal Reserve,M  Municipal,150600,0,0,150600,,NR  LAND,,DV,2023
125300,"9910437 7PUL     SW-16-20-2-5    28,314 Sq. Feet",E,28,Municipal Reserve,M  Municipal,163500,0,0,163500,,NR  LAND,,DV,2023
125400,9910437 3ER     SW-16-20-2-5    2.14 Acres,E,28,Municipal Reserve,M  Municipal,226700,0,0,226700,,NR  LAND,,DV,2023
125500,"9910437 6PUL     SW-16-20-2-5    9,148 Sq. Feet",E,28,Municipal Reserve,M  Municipal,139500,0,0,139500,,NR  LAND,,DV,2023
125600,9910437 2ER     SW-16-20-2-5    7.34 Acres,E,28,Municipal Reserve,M  Municipal,285200,0,0,285200,,NR  LAND,,DV,2023
126001,"0811222 UNIT 1    SW-16-20-2-5    1,908 Sq. Feet",T,3,Commercial,C  Corporation,0,0,268700,268700,101 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126002,"0811222 UNIT 2    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,105 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126003,"0811222 UNIT 3    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,109 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126004,"0811222 UNIT 4    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,113 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126005,"0811222 UNIT 5    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,117 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126006,"0811222 UNIT 6    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,121 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126007,"0811222 UNIT 7    SW-16-20-2-5    1,871 Sq. Feet",T,3,Commercial,C  Corporation,0,0,263500,263500,125 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126008,"0811222 UNIT 8    SW-16-20-2-5    1,871 Sq. Feet",T,3,Commercial,C  Corporation,0,0,263500,263500,201 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126009,"0811222 UNIT 9    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,205 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126010,"0811222 UNIT 10    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,209 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126011,"0811222 UNIT 11    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,213 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126012,"0811222 UNIT 12    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,217 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126013,"0811222 UNIT 13    SW-16-20-2-5    1,964 Sq. Feet",T,3,Commercial,C  Corporation,0,0,276500,276500,221 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126014,"0811222 UNIT 14    SW-16-20-2-5    1,907 Sq. Feet",T,3,Commercial,C  Corporation,0,0,268500,268500,225 220 3RD. ST. NE,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126100,0710797 3 11    SW-16-20-2-5    1.86 Acres,T,3,Commercial,I  Individual,436500,0,0,436500,260 3RD STREET N.E.,NR  LAND,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126200,"0513528 3 6    SW-16-20-2-5    31,214 Sq. Feet",T,3,Commercial,I  Individual,0,0,927600,927600,450 1ST AVENUE N.E.,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126300,"0513528 3 7    SW-16-20-2-5    31,201 Sq. Feet",T,3,Commercial,I  Individual,284400,0,0,284400,500 1ST AVENUE N.E.,NR  LAND,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126400,0710797 3 10    SW-16-20-2-5    5.05 Acres,T,2,Residential,I  Individual,0,0,209100,209100,560 1ST AVENUE N.E.,R    LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
126400,0710797 3 10    SW-16-20-2-5    5.05 Acres,T,3,Commercial,I  Individual,0,0,2039000,2039000,560 1ST AVENUE N.E.,NR,,DV,2023
127000,0611534 3 9    SW-16-20-2-5    6.42 Acres,T,3,Commercial,C  Corporation,641300,0,0,641300,690 1ST AVENUE N.E.,NR  LAND,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
127100,1610484 2 7    SW-16-20-2-5    4.08 Acres,T,3,Commercial,C  Corporation,0,0,1681600,1681600,601 1ST AVENUE N.E.,NR  LAND & IMPROVEMENTS,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
127110,"0611534 2 3PUL    SW-16-20-2-5    5,812 Sq. Feet",E,28,Municipal Reserve,M  Municipal,115000,0,0,115000,691 1ST AVENUE NORTH EAST,NR  LAND,DIAMOND VALLEY INDUSTRIAL PARK,DV,2023
128000,1210014 10 6    NW-9-20-2-5    2.03 Acres,T,6,Residential Multi Family,I  Individual,354500,4805600,0,5160100,202 2ND STREET S.E.,R    LAND & IMPROVEMENTS,,DV,2023
128100,"0811832 10 2    NW-9-20-2-5    41,979 Sq. Feet",T,1,Residential Vacant,I  Individual,277700,0,0,277700,301 2ND STREET S.E.,R    LAND,,DV,2023
128200,"1210014 10 5    NW-9-20-2-5    9,041 Sq. Feet",T,3,Commercial,C  Corporation,177100,543900,0,721000,110 2ND STREET S.E.,NR  LAND & IMPROVEMENTS,,DV,2023
128300,"1210014 10 7PUL    NW-9-20-2-5    4,198 Sq. Feet",E,28,Municipal Reserve,M  Municipal,96300,0,0,96300,101 2ND STREET S.E.,NR  LAND,,DV,2023
128400,"1210014 10 8PUL    NW-9-20-2-5    4,198 Sq. Feet",E,28,Municipal Reserve,M  Municipal,96300,0,0,96300,105 2ND STREET S.E.,NR  LAND,,DV,2023
128500,"0811832 10 3MR    NW-9-20-2-5    40,903 Sq. Feet",E,28,Municipal Reserve,M  Municipal,275900,0,0,275900,201 2ND STREET S.E.,NR  LAND,,DV,2023
130000,0011520 1 1    SE-8-20-2-5    11.10 Acres,T,3,Commercial,C  Corporation,1259000,0,0,1259000,100 WILLOW RIDGE GATE S.W.,NR  LAND,WEST OF GOV. RD. S. OF WILLOW RG. GATE,DV,2023
130100,0613337 1 1MR    SE-8-20-2-5    4.00 Acres,E,28,Municipal Reserve,M  Municipal,347400,0,0,347400,299 6th Ave. S.W.,NR  LAND,,DV,2023
131510,0813188 3 1    SE-8-20-2-5    1.10 Acres,T,1,Residential Vacant,I  Individual,287600,0,0,287600,950 3RD STREET S.W.,R    LAND,,DV,2023
132010,0813188 3 2    SE-8-20-2-5    4.11 Acres,T,1,Residential Vacant,C  Corporation,554600,0,0,554600,900 3RD STREET S.W.,R    LAND,,DV,2023
132500,"0011520 4 1    SE-8-20-2-5    6,534 Sq. Feet",T,2,Residential,I  Individual,155500,258000,0,413500,1053 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
132600,"0011520 4 2    SE-8-20-2-5    6,098 Sq. Feet",T,2,Residential,I  Individual,145400,277200,0,422600,1049 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
132700,"0011520 4 3    SE-8-20-2-5    6,098 Sq. Feet",T,2,Residential,I  Individual,145400,277800,0,423200,1045 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
132800,"0011520 4 4    SE-8-20-2-5    6,534 Sq. Feet",T,2,Residential,I  Individual,155500,227700,0,383200,1041 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
132900,"0011520 4 5    SE-8-20-2-5    3,049 Sq. Feet",T,2,Residential,I  Individual,89900,199900,0,289800,1037 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133000,"0011520 4 6    SE-8-20-2-5    3,049 Sq. Feet",T,2,Residential,I  Individual,89900,214400,0,304300,1033 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133100,"0011520 4 7    SE-8-20-2-5    6,534 Sq. Feet",T,2,Residential,I  Individual,155500,284200,0,439700,1029 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133200,"0011520 4 8    SE-8-20-2-5    3,485 Sq. Feet",T,2,Residential,I  Individual,91300,222500,0,313800,1025 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133300,"0011520 4 9    SE-8-20-2-5    3,485 Sq. Feet",T,2,Residential,I  Individual,91300,222500,0,313800,1021 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133400,"0011520 4 10    SE-8-20-2-5    5,663 Sq. Feet",T,2,Residential,I  Individual,135800,193700,0,329500,1017 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133500,"0011520 4 11    SE-8-20-2-5    3,485 Sq. Feet",T,2,Residential,I  Individual,91300,199900,0,291200,1013 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133600,"0011520 4 12    SE-8-20-2-5    3,485 Sq. Feet",T,2,Residential,I  Individual,91300,199900,0,291200,1009 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133700,"0011520 4 13    SE-8-20-2-5    6,098 Sq. Feet",T,2,Residential,I  Individual,145400,287500,0,432900,1005 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133800,"0011520 4 14    SE-8-20-2-5    6,970 Sq. Feet",T,2,Residential,I  Individual,165600,302100,0,467700,1001 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
133900,"0110054 6 7    SE-8-20-2-5    6,371 Sq. Feet",T,2,Residential,I  Individual,151700,262000,0,413700,959 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
134000,"0110054 6 6    SE-8-20-2-5    6,288 Sq. Feet",T,2,Residential,I  Individual,149800,256200,0,406000,955 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
134100,"0110054 6 5    SE-8-20-2-5    6,280 Sq. Feet",T,2,Residential,I  Individual,149600,319600,0,469200,951 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
134200,"0110054 6 4    SE-8-20-2-5    6,234 Sq. Feet",T,2,Residential,I  Individual,148600,320600,0,469200,947 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
134300,"0110054 6 3    SE-8-20-2-5    6,287 Sq. Feet",T,2,Residential,I  Individual,149800,273700,0,423500,943 3RD STREET S.W.,R    LAND & IMPROVEMENTS,,DV,2023
134400,"0110054 7 1    SE-8-20-2-5    6,835 Sq. Feet",T,2,Residential,I  Individual,162400,319600,0,482000,303 WILLOW RIDGE WAY S.W.,R    LAND & IMPROVEMENTS,,DV,2023
134500,"0110054 7 2    SE-8-20-2-5    5,988 Sq. Feet",T,2,Residential,I  Individual,142900,274600,0,417500,307 WILLOW RIDGE WAY S.W.,R    LAND & IMPROVEMENTS,,DV,2023
134700,"0910930 6 36    SE-8-20-2-5    6,421 Sq. Feet",T,2,Residential,I  Individual,152900,379600,0,532500,935 3RD STREET SW,R    LAND & IMPROVEMENTS,,DV,2023
134800,"0910930 6 35    SE-8-20-2-5    6,278 Sq. Feet",T,2,Residential,I  Individual,149600,382300,0,531900,939 3RD STREET SW,R    LAND & IMPROVEMENTS,,DV,2023
135100,"0412435 4 15    SE-8-20-2-5    6,544 Sq. Feet",T,2,Residential,I  Individual,155700,253400,0,409100,140 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
135200,"0412435 5 1    SE-8-20-2-5    6,013 Sq. Feet",T,2,Residential,I  Individual,143500,379100,0,522600,157 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
135300,"0412435 5 2    SE-8-20-2-5    5,674 Sq. Feet",T,2,Residential,I  Individual,136000,291100,0,427100,153 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
135400,"0412435 5 3    SE-8-20-2-5    5,674 Sq. Feet",T,2,Residential,I  Individual,136000,331400,0,467400,149 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
135500,"0412435 5 4    SE-8-20-2-5    5,674 Sq. Feet",T,2,Residential,I  Individual,136000,275100,0,411100,145 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
135600,"0412435 5 5    SE-8-20-2-5    5,674 Sq. Feet",T,2,Residential,I  Individual,136000,357300,0,493300,141 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
135700,"0412435 5 16    SE-8-20-2-5    6,336 Sq. Feet",T,2,Residential,I  Individual,150900,261100,0,412000,150 WILLOW RIDGE CRESCENT,R    LAND & IMPROVEMENTS,,DV,2023
135800,"0412435 6 8    SE-8-20-2-5    5,826 Sq. Feet",T,2,Residential,I  Individual,139100,276600,0,415700,144 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
135900,"0412435 6 9    SE-8-20-2-5    5,552 Sq. Feet",T,2,Residential,I  Individual,133500,262300,0,395800,148 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
136000,"0412435 6 10    SE-9-20-2-5    5,552 Sq. Feet",T,2,Residential,I  Individual,133500,298200,0,431700,152 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
136100,"0412435 6 11    SE-8-20-2-5    5,674 Sq. Feet",T,2,Residential,I  Individual,136000,250900,0,386900,156 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
136200,"0412435 6 12    SE-8-20-2-5    6,026 Sq. Feet",T,2,Residential,I  Individual,143800,369300,0,513100,160 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
136300,"0412435 6 13    SE-8-20-2-5    9,250 Sq. Feet",T,2,Residential,I  Individual,196700,297900,0,494600,164 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
136400,"0412435 6 14    SE-8-20-2-5    6,557 Sq. Feet",T,2,Residential,I  Individual,156000,299100,0,455100,168 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
136500,"0412435 6 15    SE-8-20-2-5    5,800 Sq. Feet",T,2,Residential,I  Individual,138600,335700,0,474300,172 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
136600,"0412435 6 16    SE-8-20-2-5    5,847 Sq. Feet",T,2,Residential,I  Individual,139600,374900,0,514500,176 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
136700,"0412435 6 17    SE-8-20-2-5    5,847 Sq. Feet",T,2,Residential,I  Individual,139600,356800,0,496400,180 WILLOW RIDGE MANOR S.W.,R    LAND & IMPROVEMENTS,,DV,2023
