Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Town,Tax Year
616070,3603FD 16 6    SE-12-20-3-5,T,2,Residential,I  Individual,82700,138700,0,221400,214 FRONTENAC AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616080,3603FD 16 7    SE-12-20-3-5,T,2,Residential,I  Individual,82700,91100,0,173800,216 FRONTENAC AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616090,3603FD 16 8    SE-12-20-3-5,T,2,Residential,I  Individual,82700,146900,0,229600,218 FRONTENAC AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616100,3603FD 16 9    SE-12-20-3-5,T,2,Residential,I  Individual,82700,152100,0,234800,220 FRONTENAC AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616110,3603FD 16 10    SE-12-20-3-5,T,2,Residential,I  Individual,82700,128600,0,211300,222 FRONTENAC AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616115,3603FD 16 11    SE-12-20-3-5,T,2,Residential,I  Individual,76300,150100,0,226400,224 FRONTENAC AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616120,"3603FD 16 W11,12    SE-12-20-3-5",T,2,Residential,I  Individual,84700,172900,0,257600,226 FRONTENAC AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616130,3603FD 16 13    SE-12-20-3-5,T,2,Residential,I  Individual,90500,129300,0,219800,225 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616140,3603FD 16 14    SE-12-20-3-5,T,2,Residential,I  Individual,86700,99300,0,186000,223 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616150,3603FD 16 15    SE-12-20-3-5,T,2,Residential,I  Individual,86700,127400,0,214100,221 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616160,3603FD 16 16    SE-12-20-3-5,T,2,Residential,I  Individual,86700,101600,0,188300,219 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616170,3603FD 16 17    SE-12-20-3-5,T,2,Residential,I  Individual,86700,223500,0,310200,217 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616180,3603FD 16 18    SE-12-20-3-5,T,2,Residential,I  Individual,86700,97600,0,184300,215 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616190,3603FD 16 19    SE-12-20-3-5,T,2,Residential,I  Individual,86700,171500,0,258200,213 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616200,3603FD 16 20    SE-12-20-3-5,T,2,Residential,I  Individual,86700,253900,0,340600,211 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616210,3603FD 16 21    SE-12-20-3-5,T,2,Residential,I  Individual,86700,227600,0,314300,209 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,INFILL LOT MOVED ON BUNGALOW,TV,2020
616220,3603FD 16 22    SE-12-20-3-5,T,2,Residential,I  Individual,86700,216300,0,303000,207 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616230,3603FD 16 23    SE-12-20-3-5,T,2,Residential,I  Individual,86700,116300,0,203000,205 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616240,3603FD 16 24A    SE-12-20-3-5,T,2,Residential,I  Individual,86700,302600,0,389300,203 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
616250,2229EW 16 24    SE-12-20-3-5,T,2,Residential,I  Individual,86700,352700,0,439400,201 Royal Avenue N.W.,R        LAND & IMPROVEMENTS,,TV,2020
617010,8054EK 17 1-3    SE-12-20-3-5,T,3,Commercial,I  Individual,0,0,662000,662000,414 MAIN ST. N.W.,NR      LAND & IMPROVEMENTS,,TV,2020
617040,"8054EK 17 4,5    SE-12-20-3-5",T,3,Commercial,I  Individual,123300,0,0,123300,410 MAIN ST. N.W.,NR      LAND,,TV,2020
617060,"8054EK 17 6,7    SE-12-20-3-5",T,3,Commercial,I  Individual,104700,86400,0,191100,406 MAIN ST. N.W.,NR      LAND & IMPROVEMENTS,,TV,2020
617080,"8054EK 17 8,9    SE-12-20-3-5",T,2,Residential,I  Individual,91100,120000,0,211100,104 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
617100,"8054EK 17 10,11    SE-12-20-3-5",E,11,Institutional,P  Provincial,225300,2497500,0,2722800,114 ROYAL AVE. N.W.,NR      LAND & IMPROVEMENTS,,TV,2020
617150,3779FC  X    SE-12-20-3-5,E,11,Institutional,P  Provincial,116500,0,0,116500,206 Royal Ave. N.W.,NR      LAND,,TV,2020
617200,3779FC  Y    SE-12-20-3-5,E,11,Institutional,P  Provincial,142600,0,0,142600,,NR      LAND,,TV,2020
617250,SE-12-20-3-5,E,11,Institutional,P  Provincial,145500,0,0,145500,212 ROYAL AVE. N.W.,NR      LAND,,TV,2020
618010,"2229EW 18 1,2    SE-12-20-3-5",T,3,Commercial,I  Individual,0,0,155200,155200,512 MAIN ST. NW,NR      LAND & IMPROVEMENTS,PHOTOGRAPHY STUDIO FORMER OLD HOME,TV,2020
618030,2229EW 18 3    SE-12-20-3-5,T,2,Residential,I  Individual,91100,162000,0,253100,508 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
618040,2229EW 18 4    SE-12-20-3-5,T,2,Residential,I  Individual,91100,40800,0,131900,506 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
618050,2229EW 18 5    SE-12-20-3-5,T,2,Residential,I  Individual,91100,48600,0,139700,504 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
618060,2229EW 18 6    SE-12-20-3-5,T,2,Residential,I  Individual,91100,132000,0,223100,502 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619010,"2229EW 19 1,2    SE-12-20-3-5",T,2,Residential,I  Individual,105800,176500,0,282300,622 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619030,2229EW 19 3    SE-12-20-3-5,T,2,Residential,I  Individual,84100,154600,0,238700,620 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619040,"2229EW 19 4,5    SE-12-20-3-5",T,2,Residential,I  Individual,106800,161600,0,268400,618 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619060,2229EW 19 6    SE-12-20-3-5,T,2,Residential,I  Individual,91100,78700,0,169800,614 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619070,2229EW 19 7    SE-12-20-3-5,T,2,Residential,I  Individual,91100,183400,0,274500,612 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619080,2229EW 19 8    SE-12-20-3-5,T,2,Residential,I  Individual,91100,104200,0,195300,610 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619090,2229EW 19 9    SE-12-20-3-5,T,2,Residential,I  Individual,91100,174300,0,265400,608 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619100,2229EW 19 10    SE-12-20-3-5,T,2,Residential,I  Individual,92400,163500,0,255900,606 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619110,2229EW 19 11    SE-12-20-3-5,T,2,Residential,I  Individual,77100,89500,0,166600,604 MAIN ST. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
619120,2229EW 19 12    SE-12-20-3-5,T,2,Residential,I  Individual,91100,145000,0,236100,602 Main Street NW,R        LAND & IMPROVEMENTS,,TV,2020
620010,"8211156 21 1,2    SE-12-20-3-5",T,2,Residential,I  Individual,101300,219300,0,320600,618 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620030,8211156 21 3    SE-12-20-3-5,T,2,Residential,I  Individual,97700,200800,0,298500,614 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620040,8211156 21 4    SE-12-20-3-5,T,2,Residential,I  Individual,87000,204600,0,291600,612 Anderson Crescent NW,R        LAND & IMPROVEMENTS,,TV,2020
620050,8211156 21 5    SE-12-20-3-5,T,2,Residential,I  Individual,72500,283500,0,356000,610 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620060,8211156 21 6    SE-12-20-3-5,T,2,Residential,I  Individual,74600,253800,0,328400,608 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620070,8211156 21 7    SE-12-20-3-5,T,2,Residential,I  Individual,110300,212400,0,322700,611 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620080,8211156 21 8MR    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,141200,0,0,141200,609 ANDERSON CRESCENT NW,NR      LAND,,TV,2020
620090,8211156 21 9    SE-12-20-3-5,T,2,Residential,I  Individual,90400,118700,0,209100,607 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620100,8211156 21 10    SE-12-20-3-5,T,2,Residential,I  Individual,74800,163200,0,238000,605 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620110,8211156 21 11    SE-12-20-3-5,T,2,Residential,I  Individual,72500,192800,0,265300,603 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620120,8211156 21 12    SE-12-20-3-5,T,2,Residential,I  Individual,72500,170700,0,243200,513 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620130,8211156 21 13    SE-12-20-3-5,T,2,Residential,I  Individual,76100,186100,0,262200,511 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620140,8211156 21 14    SE-12-20-3-5,T,2,Residential,I  Individual,72500,224900,0,297400,509 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620150,8211156 21 15    SE-12-20-3-5,T,2,Residential,I  Individual,72500,198500,0,271000,507 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620160,8211156 21 16    SE-12-20-3-5,T,2,Residential,I  Individual,72500,221100,0,293600,505 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620170,8211156 21 17    SE-12-20-3-5,T,2,Residential,I  Individual,74800,186000,0,260800,503 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620180,8211156 21 E18    SE-12-20-3-5,T,2,Residential,I  Individual,122200,663500,0,785700,124 EDWARD AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
620190,8211156 21 W18    SE-12-20-3-5,T,1,Residential Vacant,I  Individual,145100,0,0,145100,150 EDWARD AVE. N.W.,R        LAND,,TV,2020
620200,8211156 21 19    SE-12-20-3-5,T,1,Residential Vacant,I  Individual,239000,0,0,239000,515 MORRISON ST. N.W.,R        LAND,,TV,2020
621000,8211156 22 1    SE-12-20-3-5,T,2,Residential,I  Individual,73600,185000,0,258600,606 ANDERSON CRESCENT N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621010,8211156 22 2    SE-12-20-3-5,T,2,Residential,I  Individual,73600,182000,0,255600,604 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621020,8211156 22 3    SE-12-20-3-5,T,2,Residential,I  Individual,73600,186900,0,260500,602 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621040,"8211156 22 4,5    SE-12-20-3-5",T,2,Residential,I  Individual,102000,262800,0,364800,510 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621050,"8211156 22 6,7    SE-12-20-3-5",T,2,Residential,I  Individual,102000,234200,0,336200,508 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621070,8211156 22 8    SE-12-20-3-5,T,2,Residential,I  Individual,73600,209300,0,282900,504 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621080,8211156 22 9    SE-12-20-3-5,T,2,Residential,I  Individual,74800,216000,0,290800,502 ANDERSON CRES. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621090,8211156 22 10    SE-12-20-3-5,T,2,Residential,I  Individual,74800,181300,0,256100,202 Edward Avenue NW,R        LAND & IMPROVEMENTS,,TV,2020
621100,8211156 22 11    SE-12-20-3-5,T,2,Residential,I  Individual,74800,169800,0,244600,204 Edward Avenue NW,R        LAND & IMPROVEMENTS,,TV,2020
621110,8211156 22 12    SE-12-20-3-5,T,2,Residential,I  Individual,74800,175700,0,250500,206 Edward Avenue NW,R        LAND & IMPROVEMENTS,,TV,2020
621120,8211156 22 13    SE-12-20-3-5,T,2,Residential,I  Individual,77600,190600,0,268200,509 ARCHIBALD WAY N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621130,8211156 22 14    SE-12-20-3-5,T,2,Residential,I  Individual,88800,165700,0,254500,511 ARCHIBALD WAY N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621140,8211156 22 15    SE-12-20-3-5,T,2,Residential,I  Individual,85100,228200,0,313300,513 ARCHIBALD WAY N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621150,8211156 22 16    SE-12-20-3-5,T,2,Residential,I  Individual,82600,188000,0,270600,601 ARCHIBALD WAY N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621160,"8211156 22 17,18    SE-12-20-3-5",T,2,Residential,I  Individual,101900,273300,0,375200,603 ARCHIBALD WAY N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621300,8110560 20 6    SE-12-20-3-5,T,2,Residential,I  Individual,215600,299400,0,515000,115 DUNHAM LANE N.W.,R        LAND & IMPROVEMENTS,,TV,2020
621400,8110560 20 7    SE-12-20-3-5,T,1,Residential Vacant,I  Individual,223400,0,0,223400,211 DUNHAM LANE,R        LAND,,TV,2020
622000,582JK 22     SE-12-20-3-5,T,1,Residential Vacant,I  Individual,410800,0,0,410800,217 DUNHAM LANE N.W.,R        LAND,,TV,2020
622005,0911530 32 3    SE-12-20-3-5,T,2,Residential,I  Individual,100100,360700,0,460800,620 ANDERSON CRESCENT NW,R        LAND & IMPROVEMENTS,,TV,2020
622010,0911530 32 2    SE-12-20-3-5,T,2,Residential,I  Individual,103800,353200,0,457000,622 ANDERSON CRESCENT NW,R        LAND & IMPROVEMENTS,,TV,2020
622015,0911530 32 1    SE-12-20-3-5,T,2,Residential,I  Individual,111900,301700,0,413600,624 ANDERSON CRESCENT NW,R        LAND & IMPROVEMENTS,,TV,2020
622100,9511442 22 1    SE-12-20-3-5,T,1,Residential Vacant,I  Individual,288800,0,0,288800,600 ANDERSON CRESCENT N.W.,R        LAND,,TV,2020
622190,9811867 22 19    SE-12-20-3-5,T,2,Residential,I  Individual,80200,220200,0,300400,208 EDWARD AVENUE NW,R        LAND & IMPROVEMENTS,,TV,2020
622200,9811867 22 20    SE-12-20-3-5,T,2,Residential,I  Individual,80200,193000,0,273200,210 EDWARD AVENUE NW,R        LAND & IMPROVEMENTS,,TV,2020
622210,9811867 22 21    SE-12-20-3-5,T,2,Residential,I  Individual,80200,187900,0,268100,212 EDWARD AVENUE N.W.,R        LAND & IMPROVEMENTS,,TV,2020
622220,9811867 22 22    SE-12-20-3-5,T,1,Residential Vacant,I  Individual,97100,0,0,97100,510 ARCHIBALD WAY NW,R        LAND,USED AS A GREEN STRIP BY #509,TV,2020
622230,9811867 22 23    SE-12-20-3-5,T,2,Residential,I  Individual,94300,274300,0,368600,512 ARCHIBALD WAY NW,R        LAND & IMPROVEMENTS,,TV,2020
622240,9811867 22 24    SE-12-20-3-5,T,2,Residential,I  Individual,87700,218500,0,306200,600 ARCHIBALD WAY NW,R        LAND & IMPROVEMENTS,,TV,2020
622250,9811867 22 25    SE-12-20-3-5,T,2,Residential,I  Individual,88400,189000,0,277400,602 ARCHIBALD WAY NW,R        LAND & IMPROVEMENTS,,TV,2020
622260,9811867 22 26    SE-12-20-3-5,T,2,Residential,I  Individual,91900,263800,0,355700,604 ARCHIBALD WAY NW,R        LAND & IMPROVEMENTS,,TV,2020
622270,0714405 1 2    SE-12-20-3-5,T,2,Residential,I  Individual,86700,338600,0,425300,214 Edward Avenue N.W.,R        LAND & IMPROVEMENTS,,TV,2020
622280,0714405 1 1    SE-12-20-3-5,T,2,Residential,I  Individual,87700,329900,0,417600,216 Edward Avenue N.W.,R        LAND & IMPROVEMENTS,,TV,2020
622290,0714405 2 5    SE-12-20-3-5,T,2,Residential,I  Individual,90000,358900,0,448900,218 Edward Avenue N.W.,R        LAND & IMPROVEMENTS,,TV,2020
622300,0714405 2 4    SE-12-20-3-5,T,2,Residential,I  Individual,89900,276000,0,365900,220 Edward Avenue N.W.,R        LAND & IMPROVEMENTS,,TV,2020
622310,0714405 2 3    SE-12-20-3-5,T,2,Residential,I  Individual,89900,265800,0,355700,222 Edward Avenue N.W.,R        LAND & IMPROVEMENTS,,TV,2020
622320,0714405 2 2    SE-12-20-3-5,T,2,Residential,I  Individual,89900,260700,0,350600,224 Edward Avenue N.W.,R        LAND & IMPROVEMENTS,,TV,2020
622330,0714405 2 1    SE-12-20-3-5,T,2,Residential,I  Individual,90000,270000,0,360000,226 Edward Avenue N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623010,7810261 23 W1    SE-12-20-3-5,T,2,Residential,I  Individual,60500,125100,0,185600,224B ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623015,7810261 23 E1    SE-12-20-3-5,T,2,Residential,I  Individual,60500,132500,0,193000,224A ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623020,7810261 23 W2    SE-12-20-3-5,T,2,Residential,I  Individual,60500,139800,0,200300,222B ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623025,7810261 23 E2    SE-12-20-3-5,T,2,Residential,I  Individual,60500,139800,0,200300,222A ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623030,7810261 23 W3    SE-12-20-3-5,T,2,Residential,I  Individual,55500,144600,0,200100,220B ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623035,7810261 23 E3    SE-12-20-3-5,T,2,Residential,I  Individual,55500,133100,0,188600,220A ROYAL AVE. NW,R        LAND & IMPROVEMENTS,,TV,2020
623040,7810261 23 4    SE-12-20-3-5,T,2,Residential,I  Individual,92400,200000,0,292400,218 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623050,7810261 23 W5    SE-12-20-3-5,T,2,Residential,I  Individual,55500,144500,0,200000,216B ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623055,7810261 23 E5    SE-12-20-3-5,T,2,Residential,I  Individual,55500,118600,0,174100,216A ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623060,7810261 23 6    SE-12-20-3-5,T,2,Residential,I  Individual,92400,202600,0,295000,214 ROYAL AVE. N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623070,7810261 23 7    SE-12-20-3-5,T,2,Residential,I  Individual,177800,495200,0,673000,240 EDWARD AVE. N.W.,R        LAND & IMPROVEMENTS,NORTH END OF GEORGE STREET & EAST LANE,TV,2020
623180,0012787 24 18    SE-12-20-3-5,T,2,Residential,I  Individual,99900,204600,0,304500,301 EDWARD AVENUE NW,R        LAND & IMPROVEMENTS,,TV,2020
623190,0012787 24 19    SE-12-20-3-5,T,2,Residential,I  Individual,98800,176900,0,275700,303 EDWARD AVENUE NORTH W,R        LAND & IMPROVEMENTS,,TV,2020
623200,0012787 24 20    SE-12-20-3-5,T,2,Residential,I  Individual,98000,198900,0,296900,305 EDWARD AVENUE NORTH W,R        LAND & IMPROVEMENTS,,TV,2020
623210,0012787 24 21    SE-12-20-3-5,T,2,Residential,I  Individual,97700,223900,0,321600,307 EDWARD AVENUE N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623220,0210242 24 33    SE-12-20-3-5,T,2,Residential,I  Individual,97600,180100,0,277700,309 EDWARD AVENUE N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623230,0210242 24 32    SE-12-20-3-5,T,2,Residential,I  Individual,96500,204100,0,300600,311 EDWARD AVENUE N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623240,0012787 24 24    SE-12-20-3-5,T,2,Residential,I  Individual,86800,185900,0,272700,313 EDWARD AVENUE NORTH W,R        LAND & IMPROVEMENTS,,TV,2020
623250,0012787 24 25    SE-12-20-3-5,T,2,Residential,I  Individual,86800,210200,0,297000,315 EDWARD AVENUE NORTH W,R        LAND & IMPROVEMENTS,,TV,2020
623260,0210242 24 31    SE-12-20-3-5,T,2,Residential,I  Individual,100900,261000,0,361900,317 EDWARD AVENUE NW,R        LAND & IMPROVEMENTS,,TV,2020
623270,0012787 24 27MR    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,12000,0,0,12000,EDWARD AVENUE NORTH WEST,NR      LAND,,TV,2020
623280,0012787 24 28MR    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,94600,0,0,94600,319 EDWARD AVENUE NORTH W,NR      LAND,,TV,2020
623290,0012787 24 29ER    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,93700,0,0,93700,321 EDWARD AVENUE NORTH W,NR      LAND,,TV,2020
623300,0012787 24 30MR    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,99000,0,0,99000,323 EDWARD AVENUE NORTH W,NR      LAND,,TV,2020
623310,0012787 26 1    SE-12-20-3-5,T,2,Residential,I  Individual,100300,253700,0,354000,302 EDWARD CLOSE NW,R        LAND & IMPROVEMENTS,,TV,2020
623320,0012787 26 2    SE-12-20-3-5,T,2,Residential,I  Individual,90900,194800,0,285700,304 EDWARD CLOSE NW,R        LAND & IMPROVEMENTS,,TV,2020
623330,0012787 26 3    SE-12-20-3-5,T,2,Residential,I  Individual,108500,241700,0,350200,306 EDWARD CLOSE NW,R        LAND & IMPROVEMENTS,,TV,2020
623340,0012787 26 4    SE-12-20-3-5,T,2,Residential,I  Individual,108600,248600,0,357200,308 EDWARD CLOSE N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623350,0012787 26 5    SE-12-20-3-5,T,2,Residential,I  Individual,97600,241000,0,338600,310 EDWARD CLOSE NW,R        LAND & IMPROVEMENTS,,TV,2020
623360,0012787 26 6    SE-12-20-3-5,T,2,Residential,I  Individual,89500,229700,0,319200,312 EDWARD CLOSE NW,R        LAND & IMPROVEMENTS,,TV,2020
623370,0012787 26 7    SE-12-20-3-5,T,2,Residential,I  Individual,94400,294400,0,388800,314 EDWARD CLOSE NW,R        LAND & IMPROVEMENTS,,TV,2020
623380,0012787 26 8    SE-12-20-3-5,T,2,Residential,I  Individual,97400,223000,0,320400,316 EDWARD CLOSE NW,R        LAND & IMPROVEMENTS,,TV,2020
623390,0012787 26 9    SE-12-20-3-5,T,2,Residential,I  Individual,98100,236200,0,334300,318 EDWARD CLOSE NW,R        LAND & IMPROVEMENTS,,TV,2020
623400,0012787 26 10MR    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,107000,0,0,107000,320 EDWARD AVENUE NORTH W,NR      LAND,,TV,2020
623410,0012787 26 11ER    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,102100,0,0,102100,322 EDWARD AVENUE NORTH W,NR      LAND,,TV,2020
623420,0012787 26 12MR    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,131200,0,0,131200,324 EDWARD AVENUE NORTH W,NR      LAND,,TV,2020
623430,0412056 29 21    SE-12-20-3-5,T,2,Residential,I  Individual,93400,235600,0,329000,501 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
623440,0412056 29 20    SE-12-20-3-5,T,2,Residential,I  Individual,102500,282900,0,385400,503 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
623450,0412056 29 19    SE-12-20-3-5,T,2,Residential,I  Individual,101600,330000,0,431600,505 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
623460,0714385 29 18    SE-12-20-3-5,T,2,Residential,I  Individual,85200,292900,0,378100,507 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623470,0714385 29 17    SE-12-20-3-5,T,2,Residential,I  Individual,87000,281900,0,368900,509 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623480,0714385 29 16    SE-12-20-3-5,T,2,Residential,I  Individual,87300,261600,0,348900,511 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623490,0714385 29 15    SE-12-20-3-5,T,2,Residential,I  Individual,87600,305300,0,392900,513 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623500,0714385 29 14    SE-12-20-3-5,T,2,Residential,I  Individual,88100,326500,0,414600,515 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623510,0714385 29 13    SE-12-20-3-5,T,2,Residential,I  Individual,94800,288500,0,383300,517 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623520,0714385 29 12    SE-12-20-3-5,T,2,Residential,I  Individual,99300,290600,0,389900,519 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623530,0714385 29 11    SE-12-20-3-5,T,2,Residential,I  Individual,101200,277500,0,378700,521 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623540,0714385 29 10    SE-12-20-3-5,T,2,Residential,I  Individual,97800,305200,0,403000,523 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623550,0714385 29 9    SE-12-20-3-5,T,2,Residential,I  Individual,102500,292200,0,394700,525 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623560,0714385 29 8    SE-12-20-3-5,T,2,Residential,I  Individual,99100,388100,0,487200,527 Country Meadows Way N.W.,R        LAND & IMPROVEMENTS,,TV,2020
623565,0412056 29 15MR    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,52200,0,0,52200,324 EDWARD AVENUE N.W.,NR      LAND,,TV,2020
623566,0714385 29 22MR    SE-12-20-3-5,E,10,Municipal Public Lands-Exempt,M  Municipal,18700,0,0,18700,324B Edward Avenue N.W.,NR      LAND,,TV,2020
623570,0412056 29 7    SE-12-20-3-5,T,2,Residential,I  Individual,75200,223900,0,299100,529 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
623580,0412056 29 6    SE-12-20-3-5,T,2,Residential,I  Individual,76900,265400,0,342300,531 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
623590,0412056 29 5    SE-12-20-3-5,T,2,Residential,I  Individual,79300,243400,0,322700,533 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
623600,0412056 29 4    SE-12-20-3-5,T,2,Residential,I  Individual,87200,288600,0,375800,535 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
623610,0412056 29 3    SE-12-20-3-5,T,2,Residential,I  Individual,79300,268500,0,347800,537 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
623620,0412056 29 2    SE-12-20-3-5,T,2,Residential,I  Individual,79300,221800,0,301100,539 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
623630,0412056 29 1    SE-12-20-3-5,T,2,Residential,I  Individual,85200,217900,0,303100,541 COUNTRY MEADOWS WAY,R        LAND & IMPROVEMENTS,,TV,2020
